Event#; TotE; E1; L#1; E2; L#2; E3; L#3; E4; L#4; E5; L#5; E6; L#6; E7; L#7; E8; L#8; E9; L#9; E10; L#10; E11; L#11; E12; L#12; E13; L#13; E14; L#14; E15; L#15; E16; L#16; E17; L#17; E18; L#18; E19; L#19; E20; L#20; E21; L#21; E22; L#22; E23; L#23; E24; L#24; E25; L#25; E26; L#26; E27; L#27; E28; L#28; E29; L#29; E30; L#30; E31; L#31; E32; L#32; E33; L#33; E34; L#34; E35; L#35; E36; L#36; E37; L#37; E38; L#38; E39; L#39; E40; L#40; E41; L#41; E42; L#42; E43; L#43; E44; L#44; E45; L#45; E46; L#46; E47; L#47; E48; L#48; E49; L#49; E50; L#50; E51; L#51; E52; L#52; E53; L#53; E54; L#54; E55; L#55; E56; L#56; E57; L#57; E58; L#58; E59; L#59; E60; L#60; E61; L#61; E62; L#62; E63; L#63; E64; L#64; E65; L#65; E66; L#66; E67; L#67; E68; L#68; E69; L#69; E70; L#70; E71; L#71; E72; L#72; E73; L#73; E74; L#74; E75; L#75; E76; L#76; E77; L#77; E78; L#78; E79; L#79; E80; L#80; E81; L#81; E82; L#82; E83; L#83; E84; L#84; E85; L#85; E86; L#86; E87; L#87; E88; L#88; E89; L#89; E90; L#90; E91; L#91; E92; L#92; E93; L#93; E94; L#94; E95; L#95; E96; L#96; E97; L#97; E98; L#98; E99; L#99; E100; L#100; E101; L#101; E102; L#102; E103; L#103; E104; L#104; E105; L#105; E106; L#106; E107; L#107; E108; L#108; E109; L#109; E110; L#110; E111; L#111; E112; L#112; E113; L#113; E114; L#114; E115; L#115; E116; L#116; E117; L#117; E118; L#118; E119; L#119; E120; L#120; E121; L#121; E122; L#122; E123; L#123; E124; L#124; E125; L#125; E126; L#126; E127; L#127; E128; L#128; E129; L#129; E130; L#130; E131; L#131; E132; L#132; E133; L#133; E134; L#134; E135; L#135; E136; L#136; E137; L#137; E138; L#138; E139; L#139; E140; L#140; E141; L#141; E142; L#142; E143; L#143; E144; L#144; E145; L#145; E146; L#146; E147; L#147; E148; L#148; E149; L#149; E150; L#150; EnerInLayer1; #MultInLayer#1; EnerInLayer2; #MultInLayer#2; EnerInLayer3; #MultInLayer#3; EnerInLayer4; #MultInLayer#4; EnerInLayer5; #MultInLayer#5; EnerInLayer6; #MultInLayer#6; EnerInLayer7; #MultInLayer#7; EnerInLayer8; #MultInLayer#8; EnerInLayer9; #MultInLayer#9; EnerInLayer10; #MultInLayer#10; EnerInLayer11; #MultInLayer#11; EnerInLayer12; #MultInLayer#12; EnerInLayer13; #MultInLayer#13; EnerInLayer14; #MultInLayer#14; EnerInLayer15; #MultInLayer#15; Lenght(E-Cal); BC_layer#; EnerMaxLayer#; MultMaxLayer#; MaxLCEfract; MaxLayEfract; 2ndLMomentNorm; 2ndTMomentNorm; AConvex1; MaxDist1; AConvex2; MaxDist2; AConvex3; MaxDist3; AConvex4; MaxDist4; AConvex5; MaxDist5; AConvex6; MaxDist6; AConvex7; MaxDist7; AConvex8; MaxDist8; AConvex9; MaxDist9; AConvex10; MaxDist10; AConvex11; MaxDist11; AConvex12; MaxDist12; AConvex13; MaxDist13; AConvex14; MaxDist14; AConvex15; MaxDist15; ProjMaxDist; ProjMaxDistCentre; ProjACnvx; ProjAstar; ProjRad68; #LaysW#LCs==0; #LaysW#LCs<=0; #LaysW#LCs==1; #LaysW#LCs<=1; #LaysW#LCs==2; #LaysW#LCs<=2; #LaysW#LCs==3; #LaysW#LCs<=3; #LaysW#LCs==4; #LaysW#LCs<=4; #LaysW#LCs==5; #LaysW#LCs<=5; #LaysW#LCs==6; #LaysW#LCs<=6; #LaysW#LCs==7; #LaysW#LCs<=7; #LaysW#LCs==8; #LaysW#LCs<=8; #LaysW#LCs==9; #LaysW#LCs<=9; #LaysW#LCs==10; #LaysW#LCs<=10; #LaysW#LCs==11; #LaysW#LCs<=11; #LaysW#LCs==12; #LaysW#LCs<=12; #LaysW#LCs==13; #LaysW#LCs<=13; #LaysW#LCs==14; #LaysW#LCs<=14; Tot#LCs; Score1ph; Score2ph; Etot0; Etot1 
0; 104.584; 9.61508; 11; 9.32762; 7; 8.96357; 8; 8.80133; 10; 7.76233; 6; 6.80443; 12; 6.28351; 13; 5.52398; 5; 3.85457; 15; 3.52434; 14; 2.4705; 4; 1.60622; 3; 1.1737; 18; 1.14273; 4; 1.05823; 17; 0.964804; 22; 0.946604; 16; 0.929415; 16; 0.671768; 2; 0.557326; 21; 0.514454; 17; 0.493221; 19; 0.29929; 20; 0.230129; 21; 0.227298; 20; 0.217592; 17; 0.209098; 21; 0.20384; 19; 0.190089; 17; 0.17108; 26; 0.158947; 25; 0.154498; 20; 0.147551; 10; 0.137511; 14; 0.131445; 16; 0.130231; 25; 0.129827; 23; 0.128614; 24; 0.122951; 17; 0.122563; 19; 0.122544; 5; 0.119866; 6; 0.117286; 13; 0.116885; 15; 0.116885; 19; 0.112436; 21; 0.110414; 22; 0.109552; 11; 0.10556; 25; 0.105156; 19; 0.102727; 5; 0.101513; 13; 0.101011; 13; 0.099898; 17; 0.0983171; 13; 0.0982802; 14; 0.0982802; 18; 0.0974242; 10; 0.0970646; 4; 0.0954491; 22; 0.092618; 19; 0.0915831; 13; 0.0857424; 18; 0.0855224; 2; 0.0821024; 23; 0.0821024; 20; 0.0804846; 14; 0.0800802; 17; 0.0796757; 15; 0.0792713; 23; 0.0784624; 25; 0.0759715; 1; 0.0728748; 16; 0.0719895; 9; 0.0695646; 15; 0.0693624; 17; 0.0687541; 9; 0.0683513; 24; 0.0653203; 9; 0.06468; 10; 0.0639008; 13; 0.0634979; 16; 0.0633001; 12; 0.063063; 11; 0.0614757; 17; 0.0614757; 22; 0.0614757; 25; 0.0610712; 23; 0.0579142; 20; 0.056621; 13; 0.0541695; 10; 0.0525779; 25; 0.0521722; 12; 0.0513646; 14; 0.0513646; 23; 0.0509601; 27; 0.05015; 6; 0.0497468; 14; 0.0493423; 17; 0.0469157; 14; 0.0461068; 19; 0.0457023; 21; 0.0451181; 8; 0.0448934; 27; 0.0444447; 12; 0.0436791; 2; 0.0428712; 17; 0.0428712; 16; 0.0424657; 6; 0.0412534; 15; 0.040849; 21; 0.040848; 12; 0.0404445; 15; 0.0404445; 22; 0.0384223; 17; 0.0376125; 13; 0.037209; 18; 0.0372081; 6; 0.0368045; 17; 0.0363825; 11; 0.0363647; 23; 0.0359956; 20; 0.0351697; 11; 0.0347655; 10; 0.0343779; 20; 0.0336548; 11; 0.0331645; 24; 0.0327442; 11; 0.0323556; 21; 0.0323242; 15; 0.0323234; 12; 0.0319512; 20; 0.031546; 5; 0.0311272; 11; 0.0307378; 15; 0.0296298; 8; 0.0291201; 25; 0.0291194; 13; 0.0279061; 13; 0.0275023; 16; 0.0275023; 20; 0.0275016; 7; 0.0270978; 19; 0.0270978; 15; 0.0266928; 2; 0.0258845; 21; 0.0258839; 8; 0.0257307; 10; 0.0254801; 21; 0.0250756; 19; 0.827662; 4; 1.60622; 1; 3.73173; 4; 5.84025; 7; 8.01202; 5; 9.37413; 3; 9.0642; 4; 11.5764; 4; 9.24384; 8; 9.95678; 8; 7.14065; 11; 7.04813; 13; 4.00805; 8; 4.29255; 9; 2.25263; 9; 28; 10.3945; 9; 13; 0.10872; 0.11069; 0.850072; 0.527993; 57.2424; 19.8469; 0; 0; 6.85277; 5.50451; 107.513; 20.5871; 51.8104; 17.0029; 8.47047; 11.4586; 38.0168; 15.037; 18.3838; 7.15019; 226.871; 26.1537; 105.254; 16.5934; 156.308; 18.446; 598.777; 40.2066; 149.211; 21.8936; 216.884; 32.9618; 1.19595e-311; 1.28992e+74; 0.245014; 0.18391; 0.0158083; 0.001139; 0.00360271; 1; 1; 2; 3; 1; 4; 3; 7; 4; 11; 2; 13; 0; 13; 3; 16; 4; 20; 2; 22; 1; 23; 2; 25; 0; 25; 3; 28; 0; 28; 181; 0; 1; 53.4659; 51.118
1; 104.86; 9.61607; 8; 9.03761; 10; 8.76816; 7; 8.01264; 11; 7.44849; 6; 6.53689; 12; 6.41516; 13; 4.58338; 14; 4.51269; 5; 4.07317; 15; 2.86266; 16; 2.71646; 17; 2.04887; 4; 1.55893; 18; 1.43558; 19; 1.09663; 3; 1.08634; 20; 0.909598; 21; 0.474403; 2; 0.432554; 22; 0.393525; 23; 0.290385; 13; 0.270574; 18; 0.252374; 19; 0.192511; 8; 0.170676; 17; 0.156907; 15; 0.154423; 11; 0.140275; 11; 0.125783; 15; 0.122142; 17; 0.120466; 10; 0.118445; 11; 0.118354; 28; 0.115267; 17; 0.114458; 23; 0.110009; 26; 0.108339; 11; 0.10394; 12; 0.102729; 16; 0.100707; 23; 0.0970669; 19; 0.0966624; 16; 0.0954491; 24; 0.0942358; 20; 0.0930224; 21; 0.0922135; 15; 0.0893824; 14; 0.0857404; 7; 0.0821024; 15; 0.0812935; 15; 0.078865; 13; 0.0781168; 17; 0.0780202; 11; 0.0774434; 20; 0.0755947; 10; 0.0748224; 20; 0.0744179; 19; 0.0732046; 18; 0.0732046; 16; 0.0732029; 3; 0.0719913; 26; 0.0715851; 12; 0.0707762; 6; 0.0691601; 16; 0.0667335; 20; 0.0655186; 6; 0.06468; 10; 0.0634979; 19; 0.063063; 11; 0.0622846; 18; 0.0610698; 12; 0.0598579; 16; 0.0582387; 7; 0.0578343; 4; 0.0566223; 27; 0.0558135; 18; 0.0550046; 16; 0.0533868; 14; 0.0525779; 16; 0.0509355; 11; 0.0493423; 16; 0.048129; 15; 0.048129; 17; 0.0481278; 6; 0.0477234; 8; 0.047319; 6; 0.0469157; 18; 0.0454289; 28; 0.0452979; 15; 0.044489; 25; 0.044489; 14; 0.0416569; 9; 0.0412534; 27; 0.0410777; 8; 0.0400401; 15; 0.0400391; 7; 0.0396356; 20; 0.0396356; 25; 0.0392312; 21; 0.0388268; 16; 0.0384791; 1; 0.0384223; 19; 0.0380179; 15; 0.0380179; 15; 0.038017; 13; 0.0363992; 12; 0.0359948; 2; 0.0359948; 7; 0.0351859; 13; 0.0343779; 21; 0.0343779; 22; 0.0343779; 15; 0.0343779; 16; 0.0343437; 8; 0.0327593; 12; 0.0319504; 4; 0.0316508; 18; 0.0315467; 23; 0.0307371; 13; 0.0307371; 12; 0.0303334; 27; 0.0303334; 17; 0.029929; 21; 0.0295238; 6; 0.0295102; 11; 0.0287156; 18; 0.0287156; 25; 0.0283112; 26; 0.0283105; 13; 0.0275023; 16; 0.0266934; 17; 0.0266928; 6; 0.0262883; 7; 0.0258839; 5; 0.0254794; 12; 0.0254677; 11; 0.025075; 7; 0.025075; 9; 0.0246706; 8; 0.02184; 26; 0.0218295; 11; 0.0210312; 24; 0.0210312; 14; 0.0210307; 12; 0.0206267; 24; 0.0206267; 25; 0.0202223; 17; 0.0202223; 23; 0.0198178; 27; 0.510398; 2; 1.16983; 2; 2.13866; 3; 4.53858; 2; 7.73645; 7; 9.03954; 7; 9.97378; 7; 12.3278; 3; 9.31695; 5; 8.83892; 13; 6.95872; 11; 6.9474; 9; 4.79167; 5; 4.87072; 13; 3.5389; 13; 28; 10.7994; 9; 11; 0.116928; 0.117564; 0.840887; 0.605759; 0; 6.13147; 0; 16.7693; 58.7338; 17.9155; 0; 15.4487; 164.534; 29.5477; 84.2198; 21.0394; 208.125; 24.9652; 57.61; 23.0651; 108.186; 23.017; 118.742; 19.4227; 194.671; 26.5415; 152.872; 19.7595; 49.896; 15.7042; 213.338; 23.275; 1.20556e-66; 72.504; 0.13569; 0.0698197; 0.00903465; 0.00117817; 0.00208858; 0; 0; 0; 0; 5; 5; 2; 7; 3; 10; 5; 15; 2; 17; 4; 21; 0; 21; 1; 22; 1; 23; 1; 24; 1; 25; 3; 28; 0; 28; 174; 0; 1; 53.7566; 51.1036
2; 102.707; 5.97117; 10; 5.90092; 9; 5.76543; 8; 5.21196; 9; 4.71248; 8; 4.34627; 6; 4.19471; 14; 3.84275; 7; 3.83587; 12; 3.77367; 11; 3.6292; 5; 3.58512; 5; 3.54124; 6; 3.44082; 15; 3.37731; 11; 3.2528; 10; 2.70871; 13; 2.51417; 4; 2.16535; 12; 1.94235; 17; 1.90671; 13; 1.22244; 16; 1.20178; 4; 1.1031; 3; 0.869557; 19; 0.775322; 18; 0.57957; 20; 0.485525; 2; 0.441037; 3; 0.406468; 18; 0.346846; 10; 0.334671; 8; 0.282707; 21; 0.239732; 6; 0.23619; 2; 0.235387; 24; 0.227703; 23; 0.224872; 17; 0.214356; 21; 0.157329; 19; 0.132658; 27; 0.130633; 7; 0.124974; 25; 0.1237; 10; 0.12012; 20; 0.109765; 4; 0.100704; 3; 0.100302; 14; 0.099898; 16; 0.0970646; 4; 0.0958536; 19; 0.0958535; 21; 0.0950447; 16; 0.090998; 7; 0.0893824; 24; 0.0872714; 28; 0.0869557; 21; 0.0865492; 13; 0.085338; 19; 0.0837202; 21; 0.0794637; 21; 0.078058; 16; 0.0768428; 13; 0.0755947; 10; 0.0755947; 11; 0.072394; 13; 0.0683513; 20; 0.0679468; 14; 0.0675408; 7; 0.0667335; 19; 0.0643068; 20; 0.0634979; 20; 0.0606375; 10; 0.0598579; 19; 0.0594535; 15; 0.0592596; 13; 0.059049; 21; 0.0586446; 19; 0.0582401; 17; 0.056621; 4; 0.055409; 22; 0.0541957; 22; 0.0533868; 20; 0.0533868; 15; 0.0521735; 15; 0.0518522; 9; 0.0509355; 10; 0.0505312; 11; 0.0504822; 10; 0.05015; 6; 0.05015; 9; 0.0478199; 28; 0.0477245; 21; 0.0477234; 12; 0.0465112; 26; 0.0465101; 5; 0.0461068; 16; 0.0457023; 22; 0.0457012; 4; 0.0448934; 22; 0.0428702; 12; 0.0428505; 11; 0.0417521; 18; 0.0412524; 4; 0.0396356; 25; 0.0392312; 22; 0.038385; 17; 0.0381502; 1; 0.0372081; 12; 0.0370373; 8; 0.0368045; 24; 0.0364001; 14; 0.0363992; 13; 0.0359948; 12; 0.0359782; 11; 0.0356913; 24; 0.035574; 11; 0.0350179; 14; 0.0336703; 13; 0.033569; 15; 0.0331645; 17; 0.0327601; 21; 0.0327601; 22; 0.0323549; 13; 0.0323086; 11; 0.0319357; 11; 0.031546; 3; 0.031546; 8; 0.0307371; 9; 0.0303334; 19; 0.0303032; 2; 0.0287156; 18; 0.0287156; 15; 0.0287149; 12; 0.0287149; 9; 0.0283112; 15; 0.028283; 13; 0.0279067; 14; 0.0279067; 19; 0.0275016; 13; 0.0270978; 14; 0.0266928; 5; 0.0258845; 24; 0.0250756; 14; 0.0246712; 15; 0.0246712; 17; 0.0246706; 3; 0.0246706; 9; 0.0243372; 1; 0.0242667; 14; 0.785991; 5; 1.70106; 5; 4.06636; 7; 7.28753; 4; 8.1968; 5; 10.9964; 8; 10.9022; 6; 11.3144; 8; 9.95521; 9; 7.51679; 12; 6.21436; 8; 5.10669; 13; 4.57431; 11; 3.80644; 13; 1.59008; 8; 28; 9.86608; 9; 13; 0.066257; 0.110162; 0.844593; 0.865797; 37.8285; 9.70729; 25.5197; 11.8303; 89.0858; 15.6154; 14.4868; 9.38564; 62.4061; 27.7453; 108.341; 16.2568; 147.474; 31.4728; 141.958; 17.0369; 123.375; 15.7153; 272.567; 22.3444; 206.78; 28.4925; 318.481; 30.321; 241.733; 22.9182; 282.609; 26.9293; 0; 0.00264665; 0.15194; 0.0808767; 0.0104698; 0.00137252; 0.00573059; 0; 0; 0; 0; 4; 4; 0; 4; 3; 7; 4; 11; 3; 14; 1; 15; 6; 21; 1; 22; 1; 23; 2; 25; 1; 26; 2; 28; 0; 28; 192; 0; 1; 51.6755; 51.0311
3; 101.725; 5.4611; 9; 5.43029; 11; 5.22814; 8; 5.03709; 11; 4.77247; 9; 4.6959; 13; 4.54032; 7; 4.45338; 8; 4.03825; 10; 3.75579; 12; 3.67551; 7; 3.60169; 6; 3.2369; 12; 3.07588; 5; 2.50311; 16; 2.46423; 6; 2.4492; 13; 2.41315; 4; 2.3017; 14; 2.0997; 15; 1.5925; 14; 1.51424; 15; 1.19291; 17; 1.06162; 3; 1.03637; 5; 0.896251; 20; 0.849113; 4; 0.80606; 19; 0.739528; 18; 0.718076; 3; 0.671234; 17; 0.270035; 2; 0.241454; 18; 0.222041; 15; 0.181104; 10; 0.177956; 19; 0.177551; 19; 0.159324; 9; 0.154903; 20; 0.138721; 6; 0.13832; 24; 0.127397; 13; 0.121738; 15; 0.118907; 23; 0.118354; 28; 0.11284; 15; 0.11284; 17; 0.112436; 24; 0.112433; 2; 0.111785; 13; 0.110441; 15; 0.108339; 11; 0.106771; 13; 0.106369; 23; 0.100964; 10; 0.0990891; 25; 0.0983171; 9; 0.096258; 16; 0.0942767; 13; 0.0922135; 24; 0.0861469; 21; 0.085338; 21; 0.0829093; 12; 0.0774434; 25; 0.0772472; 13; 0.0764032; 10; 0.0740135; 20; 0.073609; 20; 0.0711824; 17; 0.0707437; 10; 0.0675424; 18; 0.0671379; 19; 0.0671379; 19; 0.0655202; 18; 0.0647113; 27; 0.0643068; 20; 0.0639024; 26; 0.0634964; 13; 0.0626875; 12; 0.0626282; 16; 0.0618787; 12; 0.061446; 10; 0.0612517; 11; 0.059933; 9; 0.0599055; 10; 0.0598579; 14; 0.0592611; 20; 0.0592596; 7; 0.058212; 11; 0.0570268; 14; 0.0566223; 14; 0.0566223; 19; 0.056566; 6; 0.055894; 20; 0.055409; 15; 0.0553822; 10; 0.0552205; 18; 0.0551938; 11; 0.0550046; 14; 0.0550032; 6; 0.0545737; 10; 0.0541957; 21; 0.0537912; 23; 0.0525766; 9; 0.0518522; 13; 0.0513646; 24; 0.0505054; 7; 0.0501512; 17; 0.0497468; 14; 0.0497468; 18; 0.0491586; 12; 0.0489379; 21; 0.0489367; 6; 0.0484852; 5; 0.0484852; 5; 0.0473201; 22; 0.0471384; 13; 0.0466244; 28; 0.0461057; 13; 0.0452968; 7; 0.0452968; 9; 0.0451181; 12; 0.0440845; 21; 0.0440845; 21; 0.0437713; 12; 0.0436801; 22; 0.0416569; 13; 0.0410588; 11; 0.0400401; 17; 0.0397126; 10; 0.0396347; 13; 0.0376134; 22; 0.0364001; 22; 0.0363992; 7; 0.0363992; 5; 0.0359956; 22; 0.0355912; 23; 0.0343612; 11; 0.0339726; 7; 0.033957; 10; 0.0329817; 10; 0.03165; 6; 0.0309766; 7; 0.0303327; 5; 0.0299282; 13; 0.0291201; 15; 0.0287156; 27; 0.0283112; 20; 0.0269362; 13; 0.0266934; 19; 0.382469; 2; 1.7797; 2; 3.30673; 4; 4.29496; 7; 6.44382; 9; 8.51713; 10; 9.70741; 3; 10.7242; 10; 10.7154; 15; 10.9095; 12; 7.45914; 14; 8.03157; 16; 4.19106; 8; 4.2813; 9; 2.75502; 7; 28; 10.4357; 11; 13; 0.0577037; 0.107245; 0.844936; 0.894417; 0; 4.04969; 0; 3.39768; 10.4797; 12.5933; 39.1149; 10.7738; 126.741; 18.0063; 139.011; 16.7871; 16.3361; 9.37877; 149.614; 26.2682; 198.95; 21.5476; 112.709; 15.7075; 212.155; 24.7349; 196.921; 25.8104; 248.621; 25.3858; 106.244; 15.7153; 78.6348; -80.1774; 0.14864; 0.108494; 0.0102232; 0.00148618; 0.00586348; 0; 0; 0; 0; 6; 6; 2; 8; 1; 9; 2; 11; 1; 12; 3; 15; 3; 18; 4; 22; 2; 24; 0; 24; 1; 25; 0; 25; 1; 26; 196; 0; 1; 51.4037; 50.3214
4; 102.49; 9.69068; 9; 7.29743; 11; 6.4734; 5; 6.36865; 8; 6.17533; 8; 5.45361; 12; 5.22895; 7; 5.15817; 6; 4.96789; 7; 4.5224; 4; 4.36629; 6; 3.5571; 14; 2.57349; 13; 1.81798; 17; 1.48249; 16; 1.39409; 12; 1.17832; 3; 1.07603; 13; 1.04408; 15; 0.917484; 15; 0.905149; 15; 0.790672; 3; 0.43579; 16; 0.423859; 18; 0.395336; 2; 0.386245; 18; 0.303334; 19; 0.231747; 18; 0.224872; 24; 0.212738; 19; 0.187663; 22; 0.163721; 9; 0.156517; 2; 0.156116; 17; 0.153281; 12; 0.13953; 6; 0.135091; 27; 0.132655; 12; 0.128614; 13; 0.116885; 21; 0.116076; 19; 0.112031; 20; 0.109605; 21; 0.109602; 12; 0.107582; 15; 0.100658; 10; 0.0930202; 5; 0.0910002; 22; 0.0873602; 16; 0.0857404; 12; 0.0845291; 24; 0.0837182; 5; 0.0833157; 20; 0.0833157; 18; 0.0825068; 15; 0.0804846; 14; 0.0788668; 16; 0.0768446; 21; 0.072394; 11; 0.0707762; 1; 0.0691601; 14; 0.0667319; 1; 0.0639008; 11; 0.062689; 16; 0.0602332; 10; 0.0586446; 20; 0.0586432; 8; 0.0574312; 17; 0.0574299; 12; 0.0574299; 3; 0.0570268; 19; 0.0570268; 14; 0.0570268; 13; 0.0570268; 13; 0.0557865; 9; 0.055409; 15; 0.055409; 21; 0.0550046; 13; 0.0546001; 15; 0.0533868; 20; 0.0521735; 16; 0.0513397; 10; 0.0509355; 9; 0.0497468; 21; 0.0497456; 11; 0.048129; 20; 0.0477234; 6; 0.0461057; 8; 0.0452968; 11; 0.045276; 9; 0.0444879; 3; 0.0444879; 5; 0.0440845; 15; 0.0432757; 22; 0.0428712; 15; 0.0428712; 20; 0.0412534; 20; 0.0412534; 22; 0.0412534; 13; 0.0400401; 21; 0.0392312; 20; 0.0392303; 5; 0.037209; 14; 0.037209; 22; 0.0367867; 9; 0.0359948; 6; 0.0355903; 11; 0.0355903; 12; 0.0343779; 20; 0.0343779; 14; 0.0339734; 22; 0.0339734; 13; 0.0339726; 7; 0.0323556; 22; 0.0319504; 5; 0.0315467; 21; 0.0311423; 14; 0.0307371; 8; 0.029929; 22; 0.0299282; 5; 0.0295102; 10; 0.0287156; 17; 0.0287017; 9; 0.0287017; 10; 0.0283105; 12; 0.0275023; 23; 0.027489; 9; 0.0266928; 12; 0.0258845; 19; 0.0258845; 15; 0.025872; 10; 0.0254801; 20; 0.0254801; 18; 0.0254794; 3; 0.0250756; 16; 0.025075; 6; 0.025075; 12; 0.0246712; 13; 0.0246712; 18; 0.0246712; 15; 0.0246706; 7; 0.0246706; 7; 0.0242667; 13; 0.0242667; 18; 0.0238617; 11; 0.0234578; 25; 0.0230534; 21; 0.022244; 7; 0.0218395; 11; 0.0214356; 23; 0.551852; 2; 2.09639; 5; 4.5224; 1; 6.79573; 7; 9.77278; 6; 10.3622; 9; 12.7126; 7; 10.1374; 10; 10.4088; 11; 7.66264; 11; 7.50208; 11; 4.08616; 11; 3.8665; 7; 3.30432; 11; 2.25964; 9; 27; 9.52511; 8; 20; 0.0980289; 0.124037; 0.808176; 0.750269; 0; 3.03894; 28.82; 16.7871; 0; 0; 87.6823; 16.5479; 93.9716; 27.7956; 79.9864; 13.9504; 111.691; 16.2568; 224.03; 30.8447; 283.783; 26.1853; 273.305; 25.2391; 714.399; 66.07; 373.365; 55.6492; 132.724; 19.4587; 212.443; 26.5992; 0; 352.747; 0.225822; 0.143387; 0.0170313; 0.00147805; 0.00476656; 0; 0; 3; 3; 3; 6; 1; 7; 1; 8; 1; 9; 2; 11; 4; 15; 1; 16; 3; 19; 2; 21; 5; 26; 0; 26; 0; 26; 1; 27; 185; 0; 1; 52.0296; 50.4609
5; 97.5046; 10.4787; 8; 9.8834; 9; 9.0837; 11; 8.45852; 10; 8.33987; 6; 6.22467; 5; 4.90864; 13; 4.74888; 12; 3.60866; 14; 3.30161; 4; 3.02505; 15; 1.77855; 16; 1.27903; 3; 0.960962; 17; 0.897262; 18; 0.538911; 8; 0.468752; 21; 0.43761; 19; 0.35389; 20; 0.307783; 15; 0.275832; 17; 0.248734; 22; 0.179574; 17; 0.177147; 24; 0.168654; 26; 0.164605; 13; 0.145126; 10; 0.122547; 17; 0.116828; 10; 0.116076; 24; 0.114455; 7; 0.101516; 18; 0.101513; 8; 0.0994936; 20; 0.0970646; 9; 0.0954491; 20; 0.0914047; 15; 0.0905958; 17; 0.0865513; 25; 0.0821024; 23; 0.081696; 8; 0.0792694; 9; 0.0784624; 14; 0.0784605; 6; 0.0764402; 15; 0.0761615; 6; 0.0727984; 13; 0.0707075; 12; 0.0683513; 20; 0.0667335; 21; 0.0659246; 20; 0.065923; 13; 0.0647097; 9; 0.0643068; 19; 0.0630935; 14; 0.0630935; 20; 0.0610712; 15; 0.0606668; 23; 0.0602624; 25; 0.0586446; 17; 0.0574312; 27; 0.0550046; 16; 0.0549929; 28; 0.0538477; 11; 0.0529823; 16; 0.0525256; 8; 0.051769; 18; 0.051769; 21; 0.0497227; 11; 0.0485323; 13; 0.0469145; 8; 0.0465112; 22; 0.0457012; 2; 0.045276; 11; 0.0448934; 26; 0.0436801; 18; 0.0412534; 19; 0.0412524; 7; 0.040848; 9; 0.0400401; 15; 0.0368036; 6; 0.0359956; 24; 0.0351859; 13; 0.0347815; 12; 0.0343779; 14; 0.0343445; 19; 0.0327601; 15; 0.0327593; 8; 0.0319259; 11; 0.031546; 8; 0.031546; 12; 0.031546; 5; 0.0311423; 20; 0.0311423; 19; 0.0311423; 22; 0.0309766; 6; 0.0307371; 9; 0.0303334; 19; 0.0299282; 4; 0.0299145; 11; 0.0296298; 13; 0.0291194; 12; 0.0289571; 20; 0.0287156; 22; 0.0287149; 8; 0.0282975; 10; 0.0282975; 10; 0.0279061; 9; 0.0275023; 20; 0.027489; 11; 0.0270978; 19; 0.0270978; 21; 0.0270978; 24; 0.0270978; 27; 0.0270847; 11; 0.0269368; 18; 0.0266805; 11; 0.0266805; 11; 0.0266394; 1; 0.0263105; 1; 0.0262889; 20; 0.0262889; 18; 0.026147; 8; 0.0254794; 3; 0.0250756; 25; 0.0250635; 11; 0.0246706; 7; 0.0246706; 8; 0.0242661; 12; 0.0242661; 12; 0.0242426; 12; 0.0238623; 26; 0.0238623; 18; 0.0234465; 11; 0.0230534; 18; 0.0230528; 6; 0.022244; 6; 0.022244; 7; 0.0214351; 7; 0.0214351; 8; 0.0202218; 5; 0.0202218; 6; 0.0194134; 17; 0.019404; 10; 0.0182; 21; 0.0177956; 14; 0.0177956; 17; 0.0173911; 19; 0.0169867; 27; 0.0169867; 16; 0.0614742; 2; 1.30451; 2; 3.33154; 2; 6.291; 4; 8.62779; 8; 11.527; 7; 11.4805; 13; 10.2555; 9; 8.79648; 6; 9.45083; 12; 5.00237; 9; 5.3423; 8; 3.80239; 5; 3.63455; 7; 1.90352; 4; 28; 9.81047; 7; 8; 0.115773; 0.11822; 0.792323; 0.620877; 0; 18.0361; 0; 4.39501; 0; 3.80893; 6.66539; 8.69639; 86.6495; 19.0257; 37.7162; 16.2568; 436.959; 34.9947; 113.861; 22.1126; 128.231; 24.7137; 293.295; 24.4621; 134.397; 22.88; 157.896; 29.2711; 160.541; 24.6264; 82.98; 13.2481; -2.07267; -84.0018; 0.147694; 0.0766924; 0.00985693; 0.00131291; 0.00080372; 0; 0; 1; 1; 4; 5; 3; 8; 5; 13; 1; 14; 1; 15; 2; 17; 5; 22; 2; 24; 1; 25; 0; 25; 2; 27; 1; 28; 0; 28; 168; 0; 1; 49.0618; 48.4428
